Ball,Ball Number,Bowler,Batsman,Runs,Description,match_id,is_extra,runs_for_total,total_runs,over,ball_in_over,balls_bowled,overs_bowled,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,is_wicket,wickets_fallen,wickets_in_hand,cleaned_description,predicted_ball_type
11,1.2,O'Rourke,Gill,0.0,"Zips off the pitch but that's gone down leg. Fullish length ball delivered from slightly wide of the crease, landed around leg, swung after passing the batter as he tried to glance it",1,False,0.0,8.0,1,2,11,1.3333333333333333,6.0,50,252,244.0,48.66666666666666,5.013698630136987,False,0,10,zip pitch thats gone leg fullish length ball delivered slightly wide crease landed around leg swung passing batter tried glance,Good ball
12,1.3,O'Rourke,Rohit Sharma,4.0,"Flicked aerially but in the gap to the left of midwicket. 137ks, looked like the inswinger, picked off a fullish length off middle stump. Rohit playing it from the front of the body after standing still for most of the ball's path",1,False,4.0,12.0,1,3,12,1.5,8.0,50,252,240.0,48.5,4.948453608247423,False,0,10,flicked aerially gap left midwicket 137ks looked like inswinger picked fullish length middle stump rohit playing front body standing still ball path,Full ball
13,1.4,O'Rourke,Rohit Sharma,2.0,"Full on off, flicked along the ground this time. Through the gap at midwicket again, stopped in the outfield",1,False,2.0,14.0,1,4,13,1.6666666666666663,8.4,50,252,238.0,48.333333333333336,4.924137931034482,False,0,10,full flicked along ground time gap midwicket stopped outfield,Full ball
14,1.5,O'Rourke,Rohit Sharma,0.0,"Length on middle and off, 137ks, flicked to short midwicket. O'Rourke bowling to the field there. This one's come onto bat nicely",1,False,0.0,14.0,1,5,14,1.8333333333333333,7.636363636363636,50,252,238.0,48.16666666666666,4.941176470588236,False,0,10,length middle 137ks flicked short midwicket orourke bowling field one come onto bat nicely,Good ball
15,1.6,O'Rourke,Rohit Sharma,4.0,"Spanked through cover, swing of the bat finishes behind shoulder. Was a good ball actually, on a length in the channel, Rohit holding onto a solid base and nailing it through the line",1,False,4.0,18.0,1,6,15,2.0,9.0,50,252,234.0,48.0,4.875,False,0,10,spanked cover swing bat finish behind shoulder good ball actually length channel rohit holding onto solid base nailing line,Good ball
16,2.1,Jamieson,Gill,1.0,"Almost-leave steer to deep third. Gill's bat was behind him, pointing towards the slip almost. The three-quarter-length ball went off the face of the bat, in the gap. Looked like he was in control though",1,False,1.0,19.0,2,1,16,2.1666666666666665,8.76923076923077,50,252,233.0,47.833333333333336,4.871080139372822,False,0,10,almostleave steer deep third gill bat behind pointing towards slip almost threequarterlength ball went face bat gap looked like control though,Good ball
17,2.2,Jamieson,Rohit Sharma,0.0,Wide-ish length ball let go,1,False,0.0,19.0,2,2,17,2.333333333333333,8.142857142857142,50,252,233.0,47.66666666666666,4.888111888111888,False,0,10,wideish length ball let go,Good ball
18,2.3,Jamieson,Rohit Sharma,0.0,"Away movement and low bounce beats the pull. Looked like a length ball, maybe slightly back, and Rohit shaped for the pull early. He committed to fetching from outside off but the seam movement took it well away",1,False,0.0,19.0,2,3,18,2.5,7.6,50,252,233.0,47.5,4.905263157894737,False,0,10,away movement low bounce beat pull looked like length ball maybe slightly back rohit shaped pull early committed fetching outside seam movement took well away,Good ball
19,2.4,Jamieson,Rohit Sharma,0.0,"Rohit takes a chance, it's an ugly miss but the ball goes over middle. Jamieson, and Phillips, have hands on heads. Pre-meditated shot, he danced down and made room to slog it over long-on. The 130ks length ball rose off the pitch and was wider than the bat swing. Rohit was nowhere near but gets away with it.",1,False,0.0,19.0,2,4,19,2.6666666666666665,7.125,50,252,233.0,47.333333333333336,4.922535211267605,False,0,10,rohit take chance ugly miss ball go middle jamieson phillips hand head premeditated shot danced made room slog longon 130ks length ball rose pitch wider bat swing rohit nowhere near get away,Good ball
20,2.5,Jamieson,Rohit Sharma,2.0,"Fullish on leg, clipped to the left of deep fine leg. 138ks",1,False,2.0,21.0,2,5,20,2.833333333333333,7.411764705882352,50,252,231.0,47.16666666666666,4.897526501766785,False,0,10,fullish leg clipped left deep fine leg 138ks,Full ball
21,2.6,Jamieson,Rohit Sharma,0.0,"Length at the stumps, worked back to the bowler",1,False,0.0,21.0,2,6,21,3.0,7.0,50,252,231.0,47.0,4.914893617021277,False,0,10,length stump worked back bowler,Good ball
22,3.1,O'Rourke,Gill,0.0,"Length on off, clipped to short midwicket off the back foot",1,False,0.0,21.0,3,1,22,3.1666666666666665,6.631578947368421,50,252,231.0,46.833333333333336,4.93238434163701,False,0,10,length clipped short midwicket back foot,Good ball
23,3.2,O'Rourke,Gill,2.0,Soft hands guide the ball behind point. Off a thickish outside edge but Gill ensured he played it close to the body. Was a length ball in the channel,1,False,2.0,23.0,3,2,23,3.333333333333333,6.9,50,252,229.0,46.66666666666666,4.9071428571428575,False,0,10,soft hand guide ball behind point thickish outside edge gill ensured played close body length ball channel,Good ball
24,3.3,O'Rourke,Gill,0.0,"Length on middle and off, 137ks, Gill slides across a touch and closes the flick to midwicket. Played without much weight transfer",1,False,0.0,23.0,3,3,24,3.5,6.571428571428571,50,252,229.0,46.5,4.924731182795699,False,0,10,length middle 137ks gill slide across touch close flick midwicket played without much weight transfer,Good ball
25,3.3,O'Rourke,Gill,0.0,Down leg. Four wides so far this innings. This was fullish and got decent bounce,1,False,0.0,23.0,3,3,25,3.5,6.571428571428571,50,252,229.0,46.5,4.924731182795699,False,0,10,leg four wides far inning fullish got decent bounce,Good ball
26,3.4,O'Rourke,Gill,2.0,"Gill's arms swivel in a flash as he dances down and pulls to the left of deep fine leg. Ravindra charges and tumbles to stop it. Great shot though, 143ks shortish ball, yet Gill forced it with muscle",1,False,2.0,25.0,3,4,26,3.6666666666666665,6.818181818181818,50,252,227.0,46.333333333333336,4.899280575539568,False,0,10,gill arm swivel flash dance pull left deep fine leg ravindra charge tumble stop great shot though 143ks shortish ball yet gill forced muscle,Good ball
27,3.5,O'Rourke,Gill,0.0,"Length in the channel, vertical-bat punch is firm and goes to cover",1,False,0.0,25.0,3,5,27,3.8333333333333335,6.521739130434782,50,252,227.0,46.16666666666666,4.916967509025271,False,0,10,length channel verticalbat punch firm go cover,Good ball
28,3.6,O'Rourke,Gill,0.0,"Lbw appeal but that appeared to be going down leg. Fullish length ball at 137ks landed around off, might've swung in late. Gill's head fell over as he tried to hit it through midwicket",1,False,0.0,25.0,3,6,28,4.0,6.25,50,252,227.0,46.0,4.934782608695652,False,0,10,lbw appeal appeared going leg fullish length ball 137ks landed around mightve swung late gill head fell tried hit midwicket,Good ball
29,4.1,Jamieson,Rohit Sharma,0.0,"Seam-up. Length on middle, defensive flick takes it towards square leg",1,False,0.0,25.0,4,1,29,4.166666666666667,6.0,50,252,227.0,45.833333333333336,4.952727272727272,False,0,10,seamup length middle defensive flick take towards square leg,Good ball
30,4.2,Jamieson,Rohit Sharma,0.0,"Punches the full ball on fourth, 135ks, to mid-off.",1,False,0.0,25.0,4,2,30,4.333333333333333,5.76923076923077,50,252,227.0,45.66666666666666,4.97080291970803,False,0,10,punch full ball fourth 135ks midoff,Good ball
31,4.3,Jamieson,Rohit Sharma,0.0,"Beaten on the aerial flick, Rohit wanted to go square, maybe even behind. There is deep square leg, 68 metres away. He saw the fullish ball angle in, lifted the back leg and tried to elevate it. Missed it completely",1,False,0.0,25.0,4,3,31,4.5,5.555555555555555,50,252,227.0,45.5,4.989010989010989,False,0,10,beaten aerial flick rohit wanted go square maybe even behind deep square leg 68 metre away saw fullish ball angle lifted back leg tried elevate missed completely,Full ball
32,4.4,Jamieson,Rohit Sharma,1.0,Flicks the length ball off the pad through square leg,1,False,1.0,26.0,4,4,32,4.666666666666667,5.571428571428571,50,252,226.0,45.333333333333336,4.985294117647059,False,0,10,flick length ball pad square leg,Full ball
33,4.5,Jamieson,Gill,0.0,"Fullish on fifth, 130ks, might've swung back in a touch. Let go",1,False,0.0,26.0,4,5,33,4.833333333333333,5.379310344827586,50,252,226.0,45.16666666666666,5.00369003690037,False,0,10,fullish fifth 130ks mightve swung back touch let go,Good ball
34,4.6,Jamieson,Gill,0.0,"Bad ball, gets away with it. Very wide on a length, 129ks, sat up perfectly for the cut that Gill nailed. Found cover point",1,False,0.0,26.0,4,6,34,5.0,5.2,50,252,226.0,45.0,5.022222222222222,False,0,10,bad ball get away wide length 129ks sat perfectly cut gill nailed found cover point,Good ball
35,5.1,Smith,Rohit Sharma,0.0,"Fullish on fifth, defended to point",1,False,0.0,26.0,5,1,35,5.166666666666667,5.032258064516129,50,252,226.0,44.833333333333336,5.04089219330855,False,0,10,fullish fifth defended point,Good ball
36,5.2,Smith,Rohit Sharma,0.0,"Length at the stumps, worked back to the bowler",1,False,0.0,26.0,5,2,36,5.333333333333333,4.875,50,252,226.0,44.66666666666666,5.059701492537314,False,0,10,length stump worked back bowler,Good ball
37,5.3,Smith,Rohit Sharma,6.0,"Rohit breaks free this time, that's a massive six over cow corner. Crowd love it. Pre-meditated. He danced down to a 137ks length ball, had a baseball swing across the hip. All horizontal, the ball sailed 92 metres far.",1,False,6.0,32.0,5,3,37,5.5,5.818181818181818,50,252,220.0,44.5,4.943820224719101,False,0,10,rohit break free time thats massive six cow corner crowd love premeditated danced 137ks length ball baseball swing across hip horizontal ball sailed 92 metre far,Good ball
38,5.4,Smith,Rohit Sharma,0.0,"Smith follows him as he makes room this time. 136ks on a length, Rohit has to check his shot, jabs it into the off side of the pitch",1,False,0.0,32.0,5,4,38,5.666666666666667,5.647058823529411,50,252,220.0,44.333333333333336,4.962406015037594,False,0,10,smith follows make room time 136ks length rohit check shot jab side pitch,Good ball
39,5.5,Smith,Rohit Sharma,1.0,"Length over top of middle, clipped through square leg",1,False,1.0,33.0,5,5,39,5.833333333333333,5.6571428571428575,50,252,219.0,44.16666666666666,4.958490566037736,False,0,10,length top middle clipped square leg,Full ball
40,5.6,Smith,Gill,1.0,"Length on off, 132ks, clipped to deep square leg, who moves to his diagonal right to stop it",1,False,1.0,34.0,5,6,40,6.0,5.666666666666667,50,252,218.0,44.0,4.954545454545454,False,0,10,length 132ks clipped deep square leg move diagonal right stop,Full ball
41,6.1,Jamieson,Gill,0.0,"Length on leg, defended to the bowler's right",1,False,0.0,34.0,6,1,41,6.166666666666667,5.513513513513513,50,252,218.0,43.833333333333336,4.97338403041825,False,0,10,length leg defended bowler right,Good ball
42,6.2,Jamieson,Gill,1.0,"Mitchell puts down a one-hander at midwicket. India missed a few half-chances, NZ have lost one. He leapt to his right, tried to take it just over head-height, his dive was stunted by the fact that he was too near to the ball. The hands extended, his left leg was up but the right leg and hand were flailing to the right, and the ball burst through. Graphic shows he was 24 metres far. Gill came down the track and tried to whip it. Off the bottom of the bat it came",1,False,1.0,35.0,6,2,42,6.333333333333333,5.526315789473684,50,252,217.0,43.66666666666666,4.969465648854962,False,0,10,mitchell put onehander midwicket india missed halfchances nz lost one leapt right tried take headheight dive stunted fact near ball hand extended left leg right leg hand flailing right ball burst graphic show 24 metre far gill came track tried whip bottom bat came,Full ball
43,6.3,Jamieson,Rohit Sharma,0.0,"Length on off, defended to cover",1,False,0.0,35.0,6,3,43,6.5,5.384615384615385,50,252,217.0,43.5,4.988505747126437,False,0,10,length defended cover,Good ball
44,6.4,Jamieson,Rohit Sharma,4.0,"Rohit pulls it over midwicket. One-bounce four. Length ball, top-of-stump height at best. Rohit lifted it with a bat swing going from low to high. Got it flat too",1,False,4.0,39.0,6,4,44,6.666666666666667,5.85,50,252,213.0,43.333333333333336,4.915384615384615,False,0,10,rohit pull midwicket onebounce four length ball topofstump height best rohit lifted bat swing going low high got flat,Good ball
45,6.5,Jamieson,Rohit Sharma,0.0,"Beaten on the flashing square drive. Back of a length, in the channel, might've bounced more than Rohit expected",1,False,0.0,39.0,6,5,45,6.833333333333333,5.707317073170732,50,252,213.0,43.16666666666666,4.934362934362935,False,0,10,beaten flashing square drive back length channel mightve bounced rohit expected,Good ball
46,6.6,Jamieson,Rohit Sharma,1.0,"Length in the channel, open-faced slice takes it to the left of Phillips at backward point. He swoops and slides it keep it to one",1,False,1.0,40.0,6,6,46,7.0,5.714285714285714,50,252,212.0,43.0,4.930232558139535,False,0,10,length channel openfaced slice take left phillips backward point swoop slide keep one,Good ball
47,7.1,Smith,Rohit Sharma,0.0,"Pitched up, punchy drive takes it to mid-on",1,False,0.0,40.0,7,1,47,7.166666666666667,5.5813953488372094,50,252,212.0,42.833333333333336,4.949416342412451,False,0,10,pitched punchy drive take midon,Good ball
48,7.2,Smith,Rohit Sharma,6.0,"And it reaches crescendo as the ball clears the straight boundary. Fifty up for India. He stood slightly leg side of the ball, the front foot strode out late, the bat whooshed through the line. The straight drive got a lot of height on it, felt for a second like it was too high, but no, it sailed 83 metres far. Peak height was 25 metres",1,False,6.0,46.0,7,2,48,7.333333333333333,6.272727272727273,50,252,206.0,42.66666666666666,4.828125,False,0,10,reach crescendo ball clear straight boundary fifty india stood slightly leg side ball front foot strode late bat whooshed line straight drive got lot height felt second like high sailed 83 metre far peak height 25 metre,Good ball
49,7.3,Smith,Rohit Sharma,0.0,"On the pads, looks to flick it. Off the pads it goes into grass",1,False,0.0,46.0,7,3,49,7.5,6.133333333333334,50,252,206.0,42.5,4.847058823529411,False,0,10,pad look flick pad go grass,Full ball
50,7.4,Smith,Rohit Sharma,4.0,"Brilliant lap sweep lifted over short fine leg! Rohit's back foot was in front of middle, front foot outside off, the torso went across, the head was in line with the ball, Rohit drove the bat through and got it off the middle",1,False,4.0,50.0,7,4,50,7.666666666666667,6.521739130434782,50,252,202.0,42.333333333333336,4.771653543307086,False,0,10,brilliant lap sweep lifted short fine leg rohits back foot front middle front foot outside torso went across head line ball rohit drove bat got middle,Good ball
51,7.5,Smith,Rohit Sharma,0.0,Driven off a length while standing upright. Takes the length ball in the channel to cover,1,False,0.0,50.0,7,5,51,7.833333333333333,6.382978723404255,50,252,202.0,42.16666666666666,4.790513833992095,False,0,10,driven length standing upright take length ball channel cover,Good ball
52,7.6,Smith,Rohit Sharma,4.0,"Slapped over point, NZ's pacers getting carted. This was wide, not too short but that didn't matter. Rohit stood in the crease and belted it after the ball came in line with him",1,False,4.0,54.0,7,6,52,8.0,6.75,50,252,198.0,42.0,4.714285714285714,False,0,10,slapped point nzs pacer getting carted wide short didnt matter rohit stood crease belted ball came line,Good ball
53,8.1,Santner,Gill,0.0,"Length on fourth, square driven late. Finds point. Santner gave it air, got good bounce. No spin though",1,False,0.0,54.0,8,1,53,8.166666666666666,6.612244897959184,50,252,198.0,41.833333333333336,4.733067729083665,False,0,10,length fourth square driven late find point santner gave air got good bounce spin though,Good ball
54,8.2,Santner,Gill,0.0,"Length on fourth, jabbed with a horizontal bat to cover",1,False,0.0,54.0,8,2,54,8.333333333333334,6.48,50,252,198.0,41.66666666666666,4.752000000000001,False,0,10,length fourth jabbed horizontal bat cover,Good ball
55,8.3,Santner,Gill,0.0,"Good ball. On a length, off-stump line, 91ks. Gill looks to defend to the bowler's left, thick outside edge takes it towards point",1,False,0.0,54.0,8,3,55,8.5,6.352941176470588,50,252,198.0,41.5,4.771084337349397,False,0,10,good ball length offstump line 91ks gill look defend bowler left thick outside edge take towards point,Good ball
56,8.4,Santner,Gill,1.0,"Length on leg, clipped to midwicket",1,False,1.0,55.0,8,4,56,8.666666666666666,6.346153846153847,50,252,197.0,41.333333333333336,4.766129032258064,False,0,10,length leg clipped midwicket,Full ball
57,8.5,Santner,Rohit Sharma,0.0,"Full on off, defended to cover",1,False,0.0,55.0,8,5,57,8.833333333333334,6.226415094339623,50,252,197.0,41.16666666666666,4.785425101214575,False,0,10,full defended cover,Good ball
58,8.6,Santner,Rohit Sharma,0.0,"Fullish on middle, defended back to the bowler. 92ks. Think Rohit could've danced down the pitch and pumped it over the bowler's head, but he's not taking chances against Santner",1,False,0.0,55.0,8,6,58,9.0,6.111111111111111,50,252,197.0,41.0,4.804878048780488,False,0,10,fullish middle defended back bowler 92ks think rohit couldve danced pitch pumped bowler head he taking chance santner,Good ball
59,9.1,Ravindra,Gill,0.0,"A bit of turn away. 85ks, fullish length, landed around fourth and Gill drove it to cover. Ball hovered low and went to him on the bounce",1,False,0.0,55.0,9,1,59,9.166666666666666,6.0,50,252,197.0,40.833333333333336,4.824489795918368,False,0,10,bit turn away 85ks fullish length landed around fourth gill drove cover ball hovered low went bounce,Good ball
60,9.2,Ravindra,Gill,1.0,"Quick single to midwiclet. Length on middle and leg, flicked off the back foot. 94ks",1,False,1.0,56.0,9,2,60,9.333333333333334,6.0,50,252,196.0,40.66666666666666,4.819672131147541,False,0,10,quick single midwiclet length middle leg flicked back foot 94ks,Good ball
61,9.3,Ravindra,Rohit Sharma,0.0,"Full on leg, 93ks, pushed back to the bowler",1,False,0.0,56.0,9,3,61,9.5,5.894736842105263,50,252,196.0,40.5,4.839506172839506,False,0,10,full leg 93ks pushed back bowler,Full ball
62,9.4,Ravindra,Rohit Sharma,1.0,"Full at the stumps, loopy, driven to long-off",1,False,1.0,57.0,9,4,62,9.666666666666666,5.896551724137932,50,252,195.0,40.333333333333336,4.8347107438016526,False,0,10,full stump loopy driven longoff,Full ball
63,9.5,Ravindra,Gill,1.0,"Champan saves three at point. He was on the edge of the ring, moved to the left and dove to catch the ball after the passed him. Was a shortish ball outside off that was cut",1,False,1.0,58.0,9,5,63,9.833333333333334,5.898305084745762,50,252,194.0,40.16666666666666,4.8298755186722,False,0,10,champan save three point edge ring moved left dove catch ball passed shortish ball outside cut,Good ball
64,9.6,Ravindra,Rohit Sharma,1.0,"Length on fourth, punched to long-off",1,False,1.0,59.0,9,6,64,10.0,5.9,50,252,193.0,40.0,4.825,False,0,10,length fourth punched longoff,Good ball
65,10.1,Santner,Rohit Sharma,1.0,That is a top half-century for Rohit. A captain's knock just when it was needed the most.Gets there off just 41 balls and it's made India's chase very easy. He reaches there by driving Santner to deep cover,1,False,1.0,60.0,10,1,65,10.166666666666666,5.901639344262295,50,252,192.0,39.833333333333336,4.820083682008368,False,0,10,top halfcentury rohit captain knock needed mostgets 41 ball made india chase easy reach driving santner deep cover,Good ball
66,10.2,Santner,Gill,0.0,"Angled in fuller on off, he punches to the left of Santner who does well to his left",1,False,0.0,60.0,10,2,66,10.333333333333334,5.806451612903225,50,252,192.0,39.66666666666666,4.840336134453782,False,0,10,angled fuller punch left santner well left,Full ball
67,10.3,Santner,Gill,0.0,Angles this slower on off stump as he strides forward and defends,1,False,0.0,60.0,10,3,67,10.5,5.714285714285714,50,252,192.0,39.5,4.860759493670886,False,0,10,angle slower stump stride forward defends,Good ball
68,10.4,Santner,Gill,0.0,"Pushed quicker at 90.1kph on off, he defends back towards the bowler",1,False,0.0,60.0,10,4,68,10.666666666666666,5.625,50,252,192.0,39.333333333333336,4.881355932203389,False,0,10,pushed quicker 901kph defends back towards bowler,Good ball
69,10.5,Santner,Gill,0.0,"Flatter at 87kph around off, he pushes to cover",1,False,0.0,60.0,10,5,69,10.833333333333334,5.538461538461538,50,252,192.0,39.16666666666666,4.902127659574468,False,0,10,flatter 87kph around push cover,Good ball
70,10.6,Santner,Gill,0.0,Big turn for Santner.Hangs the length ball on off and gets it to turn away late past Gill's outside edge,1,False,0.0,60.0,10,6,70,11.0,5.454545454545454,50,252,192.0,39.0,4.923076923076923,False,0,10,big turn santnerhangs length ball get turn away late past gill outside edge,Good ball
71,11.1,Ravindra,Rohit Sharma,1.0,"Flatter and stifle short on middle stump, he pushes to long-on for a run",1,False,1.0,61.0,11,1,71,11.166666666666666,5.462686567164179,50,252,191.0,38.833333333333336,4.918454935622317,False,0,10,flatter stifle short middle stump push longon run,Good ball
72,11.2,Ravindra,Gill,0.0,"Floated outside off, he slices towards point",1,False,0.0,61.0,11,2,72,11.333333333333334,5.38235294117647,50,252,191.0,38.66666666666666,4.939655172413794,False,0,10,floated outside slice towards point,Good ball
73,11.3,Ravindra,Gill,1.0,"Short and wide, he cuts this to deep point",1,False,1.0,62.0,11,3,73,11.5,5.391304347826087,50,252,190.0,38.5,4.935064935064935,False,0,10,short wide cut deep point,Good ball
74,11.4,Ravindra,Rohit Sharma,0.0,Arm ball that slides back into Rohit who just gets his bat down in time and defends towards cover,1,False,0.0,62.0,11,4,74,11.666666666666666,5.314285714285715,50,252,190.0,38.333333333333336,4.956521739130435,False,0,10,arm ball slide back rohit get bat time defends towards cover,Good ball
75,11.5,Ravindra,Rohit Sharma,4.0,"Edged, but he gets four.Tossed up outside off, turning away from Rohit, who drives on the up, gets a thick outside edge and with no slip there, it was always flying away",1,False,4.0,66.0,11,5,75,11.833333333333334,5.577464788732394,50,252,186.0,38.16666666666666,4.873362445414847,False,0,10,edged get fourtossed outside turning away rohit drive get thick outside edge slip always flying away,Good ball
76,11.6,Ravindra,Rohit Sharma,0.0,Was there an edge? Don't think so.Short and wide at 98kph outside off. He shapes up for the cut and gets beaten,1,False,0.0,66.0,11,6,76,12.0,5.5,50,252,186.0,38.0,4.894736842105263,False,0,10,edge dont think soshort wide 98kph outside shape cut get beaten,Good ball
77,12.1,Santner,Gill,2.0,Drops his length and gets punished. Was outside off as Gill hops back and pulls to the left of deep midwicket,1,False,2.0,68.0,12,1,77,12.166666666666666,5.589041095890411,50,252,184.0,37.833333333333336,4.863436123348017,False,0,10,drop length get punished outside gill hop back pull left deep midwicket,Good ball
78,12.2,Santner,Gill,1.0,"Shortens his length outside off, he stays back and pushes past point for a run",1,False,1.0,69.0,12,2,78,12.333333333333334,5.594594594594595,50,252,183.0,37.66666666666666,4.858407079646018,False,0,10,shortens length outside stay back push past point run,Good ball
79,12.3,Santner,Rohit Sharma,1.0,"Angles the length ball on leg stump, he works this behind square for a run",1,False,1.0,70.0,12,3,79,12.5,5.6,50,252,182.0,37.5,4.8533333333333335,False,0,10,angle length ball leg stump work behind square run,Good ball
80,12.4,Santner,Gill,0.0,"Flatter on leg stump, he works this to midwicket",1,False,0.0,70.0,12,4,80,12.666666666666666,5.526315789473684,50,252,182.0,37.333333333333336,4.875,False,0,10,flatter leg stump work midwicket,Full ball
81,12.5,Santner,Gill,1.0,"Tossed up on off stump, Gill drives handsomely past extra cover for a run",1,False,1.0,71.0,12,5,81,12.833333333333334,5.532467532467532,50,252,181.0,37.16666666666666,4.869955156950673,False,0,10,tossed stump gill drive handsomely past extra cover run,Good ball
82,12.6,Santner,Rohit Sharma,0.0,"Angles the length ball on middle, Rohit gets forward and defends",1,False,0.0,71.0,12,6,82,13.0,5.461538461538462,50,252,181.0,37.0,4.891891891891892,False,0,10,angle length ball middle rohit get forward defends,Good ball
83,13.1,Ravindra,Gill,1.0,Tossed up fuller on off at 87kph. Gill drives to long-off for a run,1,False,1.0,72.0,13,1,83,13.166666666666666,5.468354430379747,50,252,180.0,36.833333333333336,4.886877828054298,False,0,10,tossed fuller 87kph gill drive longoff run,Good ball
84,13.2,Ravindra,Rohit Sharma,2.0,Gives him a bit of width as he stays back and slashes this past point for a couple of runs,1,False,2.0,74.0,13,2,84,13.333333333333334,5.55,50,252,178.0,36.66666666666666,4.854545454545455,False,0,10,give bit width stay back slash past point couple run,Good ball
85,13.3,Ravindra,Rohit Sharma,0.0,"Floated outside off stump, Rohit stays leg side of the ball and pushes to Rachin",1,False,0.0,74.0,13,3,85,13.5,5.481481481481482,50,252,178.0,36.5,4.876712328767123,False,0,10,floated outside stump rohit stay leg side ball push rachin,Good ball
86,13.4,Ravindra,Rohit Sharma,0.0,"Angled in flatter on middle and leg, he defends to the on-side",1,False,0.0,74.0,13,4,86,13.666666666666666,5.414634146341464,50,252,178.0,36.333333333333336,4.899082568807339,False,0,10,angled flatter middle leg defends onside,Full ball
87,13.5,Ravindra,Rohit Sharma,1.0,"Stifle short on middle and leg, he stays back and punches to long-on for a run",1,False,1.0,75.0,13,5,87,13.833333333333334,5.421686746987952,50,252,177.0,36.16666666666666,4.894009216589862,False,0,10,stifle short middle leg stay back punch longon run,Full ball
88,13.6,Ravindra,Gill,6.0,"UP AND OVER!Charges down the track, gets under the ball and launches Ravindra over long-on. There was a fielder in place but Gill did not care. Made that look so easy there, did Gill",1,False,6.0,81.0,13,6,88,14.0,5.785714285714286,50,252,171.0,36.0,4.75,False,0,10,overcharge track get ball launch ravindra longon fielder place gill care made look easy gill,Good ball
89,14.1,Santner,Rohit Sharma,0.0,"Fuller on middle stump, he digs this to extra cover",1,False,0.0,81.0,14,1,89,14.166666666666666,5.7176470588235295,50,252,171.0,35.833333333333336,4.772093023255814,False,0,10,fuller middle stump dig extra cover,Good ball
